id,name,url_key,description,image,parent_id
419,"1/8"" Male to 9mm Mini Nozzle",1-8-male-to-9mm-mini-nozzle,,https://fusion.gspen.co.uk/media/catalog/category/495.jpg,2624
432,"400 bar Superball",400-bar-superball,,https://fusion.gspen.co.uk/media/catalog/category/353-100-610.jpg,2851
433,"2 Wire, 300 bar, 150°C",2-wire-300-bar-150-c,,https://fusion.gspen.co.uk/media/catalog/category/350-156-3100_6_1_46.jpg,119
437,Grey,grey,,https://fusion.gspen.co.uk/media/catalog/category/462-052-303-5b_6.jpg,390
497,"Nozzle Inserts",nozzle-inserts,,https://fusion.gspen.co.uk/media/catalog/category/652-600-02_2.jpg,145
506,"Black, With Smooth Cover",black-with-smooth-cover,,https://fusion.gspen.co.uk/media/catalog/category/350-156-3100_6_1_20.jpg,323
510,"Blue, With Smooth Cover",blue-with-smooth-cover,,https://fusion.gspen.co.uk/media/catalog/category/331-100-610_3_5.jpg,323
534,"ST 2300 Series, 310 Bar, 45 L/min, 150ºC",st-2300-series-310-bar-45-l-min-150-c,,https://fusion.gspen.co.uk/media/catalog/category/202300_seller.jpg,59
535,"ST 601 Series, 275 Bar, 45 L/min, 150ºC",st-601-series-275-bar-45-l-min-150-c,,https://fusion.gspen.co.uk/media/catalog/category/200-601-600_3.jpg,59
536,"ST 810 Series, 210 Bar, 30 L/min, 150ºC",st-810-series-210-bar-30-l-min-150-c,,https://fusion.gspen.co.uk/media/catalog/category/200_810_520.jpg,59
537,"ST 860 Series, 210 Bar, 30 L/min, 200ºC",st860-series-max-210bar-30lpm-100-c,,https://fusion.gspen.co.uk/media/catalog/category/200_860_500.jpg,59
539,"ST 1100 Series, 210 Bar, 25 L/min, 150ºC",st-1100-series-210-bar-25-l-min-150-c,,https://fusion.gspen.co.uk/media/catalog/category/best_seller_test.jpg,59
540,"ST 1500 Series, 275 Bar, 45 L/min, 150ºC",st-1500-series-275-bar-45-l-min-150-c,,https://fusion.gspen.co.uk/media/catalog/category/201500_seller.jpg,59
541,"ST 2000 Series, 275 Bar, 45 L/min, 150ºC",st-2000-series-275-bar-45-l-min-150-c,,https://fusion.gspen.co.uk/media/catalog/category/202-000-500_2.jpg,59
542,"ST 2600 Series, 350 bar, 45 L/min, 150°C",st-2600-series-350-bar-45-l-min-150-c,"LTF - Low Trigger Force 90 % reduced holding force and 40 % reduced trigger force against usual market guns.",https://fusion.gspen.co.uk/media/catalog/category/202600_seller.jpg,59
543,"EasyWash365+ Guns & Lances",easywash365-guns-and-lances,,https://fusion.gspen.co.uk/media/catalog/category/easywash_365_1.jpg,147
544,"ST 2700 Series, Food Safe, 350 Bar, 80 L/min, 150ºC",st-2700-series-food-safe-350-bar-80-l-min-150-c,"Specially Designed for Applicatons In The Food Industry.",https://fusion.gspen.co.uk/media/catalog/category/202-720-530.jpg,59
545,"ST 3100 series, Food Safe, 60 bar, 100 L/min, 150ºC",st-3100-series-food-safe-60-bar-100-l-min-150-c,"Specially Designed for Applicatons In The Food Industry.",https://fusion.gspen.co.uk/media/catalog/category/203-100-805_2_.jpg,59
546,"ST 3300 series, Food Safe, 150 Bar, 100 L/min, 150ºC",st-3300-series-food-safe-150-bar-100-l-min-150-c,"Specially Designed for Applicatons In The Food Industry.",https://fusion.gspen.co.uk/media/catalog/category/203-300-510_2.jpg,59
547,"ST 3600 Series, 600 Bar, 100 L/min, 150ºC",st-3600-series-600-bar-100-l-min-150-c,,https://fusion.gspen.co.uk/media/catalog/category/203-600-545_1.jpg,59
548,"EcoLine Series, 250 Bar, 45 L/min, 150ºC",ecoline-series-250-bar-45-l-min-150-c,,https://fusion.gspen.co.uk/media/catalog/category/507_001_500_1.jpg,59
549,"Steam Guns",steam-guns,,https://fusion.gspen.co.uk/media/catalog/category/200-860-550_1.jpg,2901
556,"Stainless Steel ",stainless-steel,,https://fusion.gspen.co.uk/media/catalog/category/200-085-610-k-02_1.jpg,134
557,"Zinc Plated Steel",zinc-plated-steel,,https://fusion.gspen.co.uk/media/catalog/category/200-085-610-k-02_2.jpg,134
558,Spares,spares,,https://fusion.gspen.co.uk/media/catalog/category/050-001-000_3.jpg,46
559,"Repair Kits",repair-kits,,https://fusion.gspen.co.uk/media/catalog/category/200-300-100.jpg,44
560,"Elbow Swivels",elbow-swivels,,https://fusion.gspen.co.uk/media/catalog/category/200-322-522.jpg,44
561,"Straight Swivels",straight-swivels,,https://fusion.gspen.co.uk/media/catalog/category/200-351-510.jpg,44
562,Elbows,elbows,,https://fusion.gspen.co.uk/media/catalog/category/untitled_5_2_4.jpg,45
563,Male-Female,male-female,,https://fusion.gspen.co.uk/media/catalog/category/Untitled_4.jpg,45
564,T-Pieces,t-pieces,,https://fusion.gspen.co.uk/media/catalog/category/57330_7.jpg,45
565,"Bulkhead & Locknut",bulkhead-locknut,,https://fusion.gspen.co.uk/media/catalog/category/Untitled_6_1.jpg,45
569,"Stainless Steel Twin Lances",stainless-steel-twin-lances,,https://fusion.gspen.co.uk/media/catalog/category/st54_side_adjust.jpg,155
570,"Zinc Plated Steel Twin Lances",zinc-plated-steel-twin-lances,,https://fusion.gspen.co.uk/media/catalog/category/200-053-600.jpg,155
571,"Twin Lance Accessories & Spares",twin-lance-accessories-and-spares,,https://fusion.gspen.co.uk/media/catalog/category/200_009_600.jpg,155
572,"Gun Extensions & Lance Insulation ",gun-extensions-and-lance-insulation,,https://fusion.gspen.co.uk/media/catalog/category/200-009-750.jpg,10
573,"Lance Handles & Accessories",lance-handles-and-accessories,,https://fusion.gspen.co.uk/media/catalog/category/200-154-400.jpg,10
574,"Lance, Hose & Brush Holders",lance-hose-and-brush-holders,,https://fusion.gspen.co.uk/media/catalog/category/Lance_hose_brush_holders.jpg,23
575,"Gun & Lance Connectors",gun-and-lance-connectors,,https://fusion.gspen.co.uk/media/catalog/category/559-20.jpg,10
576,"ST10 Nozzle Protectors",st10-nozzle-protectors,,https://fusion.gspen.co.uk/media/catalog/category/200_010_520.jpg,62
577,"ST11 Nozzle Protectors",st11-nozzle-protectors,,https://fusion.gspen.co.uk/media/catalog/category/st11_grey_1.jpg,62
578,"Twin & Adjustable Nozzle holders",twin-adjustable-nozzle-protectors,,https://fusion.gspen.co.uk/media/catalog/category/200058600_1.jpg,7
579,"Protectors To Suit 1/4""  Male Nozzles",protectors-to-suit-1-4-male-nozzles,,https://fusion.gspen.co.uk/media/catalog/category/519-05_1_.jpg,62
580,"Protectors To Suit 1/8""  Male Nozzles",protectors-to-suit-1-8-male-nozzles,,https://fusion.gspen.co.uk/media/catalog/category/200_000_003.jpg,62
581,"To Suit Tip Nozzles",to-suit-tip-nozzles,,https://fusion.gspen.co.uk/media/catalog/category/51950_2_2.jpg,62
582,"ST330 Swivel Nozzle Holder",st330-swivel-nozzle-holder,,https://fusion.gspen.co.uk/media/catalog/category/200-330-600.jpg,62
587,"Gun Inlet Swivels",gun-inlet-swivels,,https://fusion.gspen.co.uk/media/catalog/category/200-300-010.jpg,44
590,"Rinse Lances",rinse-lances,,https://fusion.gspen.co.uk/media/catalog/category/203-100-605_1.jpg,8
591,"Snow Foam Lances",snow-foam-lances,,https://fusion.gspen.co.uk/media/catalog/category/200-073-755_6.jpg,8
592,"Chemical Valves & Restrictors",chemical-valves-and-restrictors,,https://fusion.gspen.co.uk/media/catalog/category/200-161-500_1.jpg,8
593,Automatic,automatic,,https://fusion.gspen.co.uk/media/catalog/category/750-14_1.jpg,68
594,Manual,manual,,https://fusion.gspen.co.uk/media/catalog/category/739-50_1.jpg,68
595,Trolleys,trolleys,,https://fusion.gspen.co.uk/media/catalog/category/Trolleys.jpg,23
596,Swivels,swivels,,https://fusion.gspen.co.uk/media/catalog/category/200-322-500_1.jpg,68
597,"Spares, Brackets & Bolts",spares-brackets-and-bolts,,https://fusion.gspen.co.uk/media/catalog/category/741-003.jpg,68
598,Accumulators,accumulators,,https://fusion.gspen.co.uk/media/catalog/category/189-211-0.jpg,6
607,"Burner Flame Control",burner-flame-control,,https://fusion.gspen.co.uk/media/catalog/category/842-30.jpg,11
608,"Connectors & Cables",connectors-cables,,https://fusion.gspen.co.uk/media/catalog/category/ignition_transformer_connector.jpg,11
609,Accessories,accessories,,https://fusion.gspen.co.uk/media/catalog/category/Untitled_6_3_.jpg,67
611,Thermostats,thermostats,,https://fusion.gspen.co.uk/media/catalog/category/910-16_1.jpg,67
614,"Other Fuel Pumps",other-fuel-pumps,,https://fusion.gspen.co.uk/media/catalog/category/taisan_fuel_pump.jpg,1436
615,"Solenoid valves",solenoid-valves,,https://fusion.gspen.co.uk/media/catalog/category/solenoid_valve_3.jpg,11
616,"SP Fuel Pumps & Accessories",sp-fuel-pumps-accessories,,https://fusion.gspen.co.uk/media/catalog/category/820-20.jpg,1436
619,"Burner Motors & Flanges",burner-motors-flanges,,https://fusion.gspen.co.uk/media/catalog/category/811-03.jpg,11
620,"Miscellaneous Burner Accessories",miscellaneous-burner-accessories,,https://fusion.gspen.co.uk/media/catalog/category/547-105-0_1.jpg,11
621,"Mosmatic Car Wash Booms",mosmatic-car-wash-booms,,https://fusion.gspen.co.uk/media/catalog/category/108-662-3.jpg,130
622,"EasyWash 365+ Car Wash Booms",easywash-365-car-wash-booms,,https://fusion.gspen.co.uk/media/catalog/category/109-760-972.jpg,130
623,"Boom Spares & Accessories",boom-spares-accessories,,https://fusion.gspen.co.uk/media/catalog/category/562-390-503_1.jpg,130
625,"High Pressure Swivels",high-pressure-swivels,,https://fusion.gspen.co.uk/media/catalog/category/High_pressure_swivels.jpg,23
628,"EasyWash 365+ Swivels",easywash-365-swivels,,https://fusion.gspen.co.uk/media/catalog/category/562-391-600_2_.jpg,625
629,"Mosmatic Swivels",mosmatic-swivels,,https://fusion.gspen.co.uk/media/catalog/category/108-552-53.jpg,625
630,"Other Swivels",other-swivels,,https://fusion.gspen.co.uk/media/catalog/category/other_swivel.jpg,625
631,"Commercial Car Wash Booms",commercial-car-wash-booms,,https://fusion.gspen.co.uk/media/catalog/category/109-10.jpg,130
633,"Male - Male Adaptors",male-male-adaptors,,https://fusion.gspen.co.uk/media/catalog/category/Untitled_8_1.jpg,132
634,"Female - Female Adaptors",female-female-adaptors,,https://fusion.gspen.co.uk/media/catalog/category/Untitled_15_2.jpg,132
635,"Reduction Bushes",reduction-bushes,,https://fusion.gspen.co.uk/media/catalog/category/Untitled_9_9.jpg,132
636,"T - Pieces",t-pieces,,https://fusion.gspen.co.uk/media/catalog/category/Untitled_10_6.jpg,132
637,"Plastic Hose Tails x BSPTM",plastic-hose-tails-x-bsptm,,https://fusion.gspen.co.uk/media/catalog/category/Untitled_5_3.jpg,132
638,"Swivel Nut Female Hosetails",swivel-nut-female-hosetails,,https://fusion.gspen.co.uk/media/catalog/category/Untitled_6_5.jpg,132
639,"Plastic 90º Hosetails",plastic-90-hosetails,,https://fusion.gspen.co.uk/media/catalog/category/Untitled_7_1.jpg,132
641,"Plastic Hose Joiners",plastic-hose-joiners,,https://fusion.gspen.co.uk/media/catalog/category/Untitled_14_2.jpg,132
643,"Mini Ball Valves",mini-ball-valves,,https://fusion.gspen.co.uk/media/catalog/category/mini_ball_valves.jpg,152
647,"Lever Handle Ball Valves",lever-handle-ball-valves,,https://fusion.gspen.co.uk/media/catalog/category/lever_handle_3.jpg,152
648,"'T' Handle Ball Valves",t-handle-ball-valves,,https://fusion.gspen.co.uk/media/catalog/category/T-handle_ball_ball_valve.jpg,152
649,Valves,valves,,https://fusion.gspen.co.uk/media/catalog/category/535-10_1.jpg,161
650,"Metering & Chemical Valves",metering-chemical-valves,,https://fusion.gspen.co.uk/media/catalog/category/200-066-501.jpg,81
651,"5"" Housings, Filters & Spares",5-housings-filters-spares,,https://fusion.gspen.co.uk/media/catalog/category/img_0053_1__2_4.jpg,85
652,"9¾"" Housings, Filters & Spares",9-housings-filters-spares,,https://fusion.gspen.co.uk/media/catalog/category/734-50_1.jpg,85
653,"20"" Housings,Filters & Spares",20-housings-filters,,https://fusion.gspen.co.uk/media/catalog/category/734-330-2.jpg,85
654,"Spares & Accessories",spares-accessories,,https://fusion.gspen.co.uk/media/catalog/category/spares_3.jpg,85
655,"Stainless Steel",stainless-steel,,https://fusion.gspen.co.uk/media/catalog/category/GS017_W.jpg,90
656,Brass,brass,,https://fusion.gspen.co.uk/media/catalog/category/GSBT3434.2.jpg,90
657,"Male Threaded Hosetail",male-thread-hosetail,,https://fusion.gspen.co.uk/media/catalog/category/GSBT3434_W.jpg,656
658,"Other Brass Hosetails",other-brass-hosetails,,https://fusion.gspen.co.uk/media/catalog/category/d8b09d298905eae082767c6ebd57082d.jpg,656
664,"Telescopic Handles",telescopic-handles,,https://fusion.gspen.co.uk/media/catalog/category/525-050.1.jpg,88
666,"Brushes, Squeegees & Poles",brushes-squeegees-and-poles,,https://fusion.gspen.co.uk/media/catalog/category/brushes_and_poles_1.jpg,23
667,"Suttner Brushes",suttner-brushes,,https://fusion.gspen.co.uk/media/catalog/category/brushes_and_poles_2.jpg,666
668,"Spares & Accessories ",spares-accessories,,https://fusion.gspen.co.uk/media/catalog/category/200-023-520.jpg,666
669,"Erie Brushes & Poles",erie-brushes-and-poles,,https://fusion.gspen.co.uk/media/catalog/category/erie_1_1.jpg,666
670,"Vikan Brushes, Squeegees & Poles",vikan-brushes-squeegees-and-poles,,https://fusion.gspen.co.uk/media/catalog/category/527-001-100.jpg,666
671,"Low Pressure Hoses",low-pressure-hoses,,https://fusion.gspen.co.uk/media/catalog/category/Untitled_27.jpg,81
672,"Reels & Accessories",reels-accessories,,https://fusion.gspen.co.uk/media/catalog/category/Untitled_3_5.jpg,81
674,"Zinc Plated Rails, Brackets & Guides",zinc-plated-rails-brackets-and-guides,,https://fusion.gspen.co.uk/media/catalog/category/107-808-1.jpg,30
675,"Stainless Steel RAILS, BRACKETS & GUIDES",stainless-steel-rails-brackets-and-guides,,https://fusion.gspen.co.uk/media/catalog/category/107-808-19.jpg,30
676,"Stainless Steel pipe",stainless-steel-pipe,,https://fusion.gspen.co.uk/media/catalog/category/599-101-0.jpg,70
677,"Pipe, Clamps & Components",pipe-clamps-and-components,,https://fusion.gspen.co.uk/media/catalog/category/IMG_0395_1.JPG,70
678,"Compression Fittings & Stud Couplings",compression-fittings-and-stud-couplings,,https://fusion.gspen.co.uk/media/catalog/category/593-161.jpg,70
679,"'T' Pieces",t-pieces,,https://fusion.gspen.co.uk/media/catalog/category/595-16.jpg,678
680,Elbows,elbows,,https://fusion.gspen.co.uk/media/catalog/category/594-16.jpg,678
681,"Straight ",straight,,https://fusion.gspen.co.uk/media/catalog/category/593-16.jpg,678
682,"Female stud coupling",female-stud-coupling,,https://fusion.gspen.co.uk/media/catalog/category/592-161.jpg,678
683,"Male stud coupling",male-stud-coupling,,https://fusion.gspen.co.uk/media/catalog/category/591-14.jpg,678
686,"Seal Kits",seal-kits,,https://fusion.gspen.co.uk/media/catalog/category/156_317_0_1.jpg,50
687,"Valve Repair Kits",valve-repair-kits,,https://fusion.gspen.co.uk/media/catalog/category/160-079-201.jpg,50
688,Ceramics,ceramics,,https://fusion.gspen.co.uk/media/catalog/category/ceramic.jpg,50
689,"Olives & Stop Nuts",olives-and-stop-nuts,,https://fusion.gspen.co.uk/media/catalog/category/olives.jpg,70
690,"Low Pressure Water Seals",low-pressure-water-seals,,https://fusion.gspen.co.uk/media/catalog/category/132_733_9_3.jpg,16
691,"Seal Kits",seal-kits,,https://fusion.gspen.co.uk/media/catalog/category/156_317_0.jpg,16
692,"High Pressure Water Seals",high-pressure-water-seals,,https://fusion.gspen.co.uk/media/catalog/category/161_265_0.jpg,16
693,Ceramics,ceramics,,https://fusion.gspen.co.uk/media/catalog/category/160-112-601_1.jpg,16
694,"Valve Kits",valve-kits,,https://fusion.gspen.co.uk/media/catalog/category/151-410-0.jpg,16
695,O-Rings,o-rings,,https://fusion.gspen.co.uk/media/catalog/category/050-001-000_1.jpg,2830
696,"5 Series fittings: 1/2"" Threads, 15.7mm Probes",5-series-fittings-1-2-threads-15-7mm-probes,,https://fusion.gspen.co.uk/media/catalog/category/5_series.jpg,139
697,"6 Series fittings: 3/4"" Threads, 19.4mm Probes",6-series-fittings-3-4-threads-19-4mm-probes,,https://fusion.gspen.co.uk/media/catalog/category/6_series.jpg,139
698,"7 Series fittings: 1.0"" Threads, 25.7mm Probes",7-series-fittings-1-0-threads-25-7mm-probes,,https://fusion.gspen.co.uk/media/catalog/category/7_series.jpg,139
699,"Click Coupling System",click-coupling-system,,https://fusion.gspen.co.uk/media/catalog/category/5950SA3.JPG,139
700,"Guns & Nozzles",guns-nozzles,,https://fusion.gspen.co.uk/media/catalog/category/untitled_13_9.jpg,139
701,"Safety Coupling System",safety-coupling-system,,https://fusion.gspen.co.uk/media/catalog/category/6151SA8.1.JPG,139
702,"Stainless Steel Couplings",stainless-steel-couplings,,https://fusion.gspen.co.uk/media/catalog/category/64500A3.1.JPG,139
703,Pumps,pumps,,https://fusion.gspen.co.uk/media/catalog/category/Cat-290-Pump.jpg,49
704,"Seal Kits",seal-kits,,https://fusion.gspen.co.uk/media/catalog/category/156_32611.jpg,49
705,"Valve Kits",valve-kits,,https://fusion.gspen.co.uk/media/catalog/category/valve_kits.jpg,49
706,Ceramics,ceramics,,https://fusion.gspen.co.uk/media/catalog/category/160-112-6011_7.jpg,49
707,"Piston Oil Seals & Oil",piston-oil-seals-oil,,https://fusion.gspen.co.uk/media/catalog/category/132_733_9.jpg,49
708,"""PN"" Series: 4 LPM to 13 LPM",pn-series-4-lpm-to-13-lpm,,https://fusion.gspen.co.uk/media/catalog/category/PN_S_AM_24_CL_1_.jpg,99
709,Valves,valves,,https://fusion.gspen.co.uk/media/catalog/category/udor_valve.jpg,2479
710,"Seal Kits",seal-kits,,https://fusion.gspen.co.uk/media/catalog/category/171_606_112.jpg,2479
712,"Piston Oil Seals",piston-oil-seals,,https://fusion.gspen.co.uk/media/catalog/category/160-107-201.jpg,2479
713,Ceramics,ceramics,,https://fusion.gspen.co.uk/media/catalog/category/160_112_601.jpg,2479
714,"Fastening Kits",fastening-kits,,https://fusion.gspen.co.uk/media/catalog/category/171_606_138.jpg,2479
715,"Single Stage",single-stage,,https://fusion.gspen.co.uk/media/catalog/category/262-110-101.jpg,74
716,"Two Stage ",two-stage,,https://fusion.gspen.co.uk/media/catalog/category/262-120-402.jpg,74
717,"Three Stage",three-stage,,https://fusion.gspen.co.uk/media/catalog/category/262-064-113.jpg,74
718,"Carbon Brushes",carbon-brushes,,https://fusion.gspen.co.uk/media/catalog/category/vacuum_carbon_brushes.jpg,76
719,"Gaskets & Motor Covers",gaskets-and-motor-covers,,https://fusion.gspen.co.uk/media/catalog/category/262-000-600.jpg,76
720,"Flexible Cable",flexible-cable,,https://fusion.gspen.co.uk/media/catalog/category/IMG_0117.JPG,76
721,"Vacuum Booms & Hose",vacuum-booms-and-hose,,https://fusion.gspen.co.uk/media/catalog/category/109-001-5001_2.jpg,147
722,"10 Bar Filter Elements",10-bar-filter-elements,,https://fusion.gspen.co.uk/media/catalog/category/Untitled_8_3_.jpg,85
723,"14 Bar Filter Housings & Elements",14-bar-filter-housings-elements,,https://fusion.gspen.co.uk/media/catalog/category/Untitled_12.jpg,85
725,"Non Return Valves",non-return-valves,,https://fusion.gspen.co.uk/media/catalog/category/733-10.jpg,161
726,"Solenoid Valves",solenoid-valves,,https://fusion.gspen.co.uk/media/catalog/category/solenoid_valve_2.jpg,81
727,"Intake Filters",intake-filters,,https://fusion.gspen.co.uk/media/catalog/category/200-035-500.jpg,85
728,"Inline Filters/Strainers",inline-filters-strainers,,https://fusion.gspen.co.uk/media/catalog/category/untitled_3_5_31.jpg,85
729,Female-Male,female-male,,https://fusion.gspen.co.uk/media/catalog/category/Untitled_9_4.jpg,46
730,Female-Female,female-female,,https://fusion.gspen.co.uk/media/catalog/category/Untitled_8.jpg,46
733,"Nuts / Plugs / Caps",nuts-plugs-caps,,https://fusion.gspen.co.uk/media/catalog/category/nuts_plugs_caps.jpg,5
734,Couplings,couplings,,https://fusion.gspen.co.uk/media/catalog/category/tema_1.jpg,140
735,"Probes & Plugs",probes-plugs,,https://fusion.gspen.co.uk/media/catalog/category/probe_valved_1.jpg,140
736,"Complete Couplings",complete-couplings,,https://fusion.gspen.co.uk/media/catalog/category/Untitled_19_1.jpg,140
738,"Unloader Repair Kits",unloader-repair-kits,,https://fusion.gspen.co.uk/media/catalog/category/121-412-9.jpg,50
739,Pumps,pumps,,https://fusion.gspen.co.uk/media/catalog/category/171-048-120.jpg,91
740,Unloaders,unloaders,,https://fusion.gspen.co.uk/media/catalog/category/100-012-53.jpg,91
741,Speck,speck,,https://fusion.gspen.co.uk/media/catalog/category/533-31_1_.jpg,48
742,Suttner,suttner,,https://fusion.gspen.co.uk/media/catalog/category/200-261-500.jpg,48
743,Interpump,interpump,,https://fusion.gspen.co.uk/media/catalog/category/100-000-50.jpg,48
744,"Safety & Relief Valves",safety-relief-valves,,https://fusion.gspen.co.uk/media/catalog/category/Untitled_9.jpg,6
745,"Other Unloaders",other-unloaders,,https://fusion.gspen.co.uk/media/catalog/category/Untitled_10_1.jpg,48
746,"Valves & O Rings",valves-o-rings,,https://fusion.gspen.co.uk/media/catalog/category/170-286-9.jpg,17
747,"Oil Seal Kits",oil-seal-kits,,https://fusion.gspen.co.uk/media/catalog/category/170-187-2.jpg,17
748,"Water Seal Kits",water-seal-kits,,https://fusion.gspen.co.uk/media/catalog/category/170-279-8.jpg,17
749,Ceramics,ceramics,,https://fusion.gspen.co.uk/media/catalog/category/1400027581.jpg,17
750,"Annovi Reverberi Pumps",annovi-reverberi-pumps,,https://fusion.gspen.co.uk/media/catalog/category/1707014_1.jpg,17
751,"Flow Switches & SPARES",flow-switches-and-spares,,https://fusion.gspen.co.uk/media/catalog/category/200-006-500.jpg,6
752,"Pressure Switches",pressure-switch,,https://fusion.gspen.co.uk/media/catalog/category/GS29004030_W.jpg,6
753,"Non Return Valves & Check Valves",non-return-valves-check-valves,,https://fusion.gspen.co.uk/media/catalog/category/200-264-510.jpg,6
754,"Gearboxes, Couplings & Flanges",reduction-gears-couplings-flanges,,https://fusion.gspen.co.uk/media/catalog/category/gsrs500_1.png,91
755,Pumps,pumps,,https://fusion.gspen.co.uk/media/catalog/category/172-020-200.jpg,18
756,"Seal Kits",seal-kits,,https://fusion.gspen.co.uk/media/catalog/category/172_900_010.jpg,18
757,"Valve Kits",valve-kits,,https://fusion.gspen.co.uk/media/catalog/category/172_900_001.jpg,18
758,"Oil Seal Kits",oil-seal-kits,,https://fusion.gspen.co.uk/media/catalog/category/170-187-2_1.jpg,18
759,Ceramics,ceramics,,https://fusion.gspen.co.uk/media/catalog/category/160112601.jpg,18
760,"Seal Kits",seal-kits,,https://fusion.gspen.co.uk/media/catalog/category/171-606-112.jpg,19
761,"Valves & Valve Kits",valves-valve-kits,,https://fusion.gspen.co.uk/media/catalog/category/hawk_valve_kit.jpg,19
762,"Oil Seals",oil-seals,,https://fusion.gspen.co.uk/media/catalog/category/132_733_9_4.jpg,19
763,Ceramics,ceramics,,https://fusion.gspen.co.uk/media/catalog/category/160-112-601_2.jpg,19
764,"Valve Plugs",valve-plugs,,https://fusion.gspen.co.uk/media/catalog/category/Untitled_12_2.jpg,19
768,"Seal Kit",seal-kit,,https://fusion.gspen.co.uk/media/catalog/category/171-606-112_1.jpg,92
769,"Valve Kit",valve-kit,,https://fusion.gspen.co.uk/media/catalog/category/valve_kit_1.jpg,92
770,Ceramics,ceramics,,https://fusion.gspen.co.uk/media/catalog/category/134-323-2_13.jpg,92
771,"Burst Discs",burst-discs,,https://fusion.gspen.co.uk/media/catalog/category/Untitled_29.jpg,51
772,"Anti Vibration Mounts",anti-vibration-mounts,,https://fusion.gspen.co.uk/media/catalog/category/gs4030vv25_1_1_.jpg,51
773,"Spares & Accessories",spares-accessories,,https://fusion.gspen.co.uk/media/catalog/category/gs035_1.jpg,91
774,"Gauge Fittings & Accessories",gauge-fittings-accessories,,https://fusion.gspen.co.uk/media/catalog/category/495-252-030-0.jpg,95
776,"Poles & Accessories",poles-and-accessories,,https://fusion.gspen.co.uk/media/catalog/category/pole.jpg,53
778,"Windscreen Wiper Protectors",windscreen-wiper-protectors,,https://fusion.gspen.co.uk/media/catalog/category/wiper_protectors.jpg,147
780,"Powder Coated",powder-coated,,https://fusion.gspen.co.uk/media/catalog/category/750-14_2.jpg,593
781,"Stainless Steel",stainless-steel,,https://fusion.gspen.co.uk/media/catalog/category/763-564-30.jpg,593
782,"Twin Ear 'O' Clips",twin-ear-o-clips,,https://fusion.gspen.co.uk/media/catalog/category/twin_ear_o_clips.jpg,78
783,"Mild Steel",mild-steel,,https://fusion.gspen.co.uk/media/catalog/category/pipe_clips_1.jpg,782
784,"Stainless Steel",stainless-steel,,https://fusion.gspen.co.uk/media/catalog/category/pipe_clips_2.jpg,782
785,"Single Ear 'O' Clips",single-ear-o-clips,,https://fusion.gspen.co.uk/media/catalog/category/single_ear_o_clips.jpg,78
786,"360º Seal Mini Clips",360-seal-mini-clips,,https://fusion.gspen.co.uk/media/catalog/category/360_deg_mini_clips.jpg,78
787,"Zinc Plated Steel",zinc-plated-steel,,https://fusion.gspen.co.uk/media/catalog/category/IMG_01892_1.jpg,159
788,"Stainless Steel",stainless-steel,,https://fusion.gspen.co.uk/media/catalog/category/IMG_01892_2.jpg,159
789,"Pairs of Green Clamps",pair-of-green-clamps,,https://fusion.gspen.co.uk/media/catalog/category/IMG_0392.JPG,677
790,"Pairs of White Clamps",pairs-of-white-clamps,,https://fusion.gspen.co.uk/media/catalog/category/IMG_0391.JPG,677
791,"Zinc Plated Steel Elongated Weld Plate",zinc-plated-elongated-weld-plate,,https://fusion.gspen.co.uk/media/catalog/category/stainless_steeelongated_weld.jpg,677
792,"Stainless Steel Elongated Weld Plate",stainless-steel-elongated-weld-plate,,https://fusion.gspen.co.uk/media/catalog/category/stainless_steeelongated_weld_1.jpg,677
793,"Zinc Plated Steel Top Plate",zinc-plated-steel-top-plate,,https://fusion.gspen.co.uk/media/catalog/category/top_plate.jpg,677
794,"Stainless Steel Top Plate",stainless-steel-top-plate,,https://fusion.gspen.co.uk/media/catalog/category/top_plate_1.jpg,677
795,"Allen Bolts",allen-bolt,,https://fusion.gspen.co.uk/media/catalog/category/F0281091-01.jpg,677
796,"Zinc Plated Hex Bolt",zinc-plated-hex-bolt,,https://fusion.gspen.co.uk/media/catalog/category/zinc_plated_hex_bolt.jpg,677
797,"Nickle Plated Ball Valves",nickle-plated-ball-valves,,https://fusion.gspen.co.uk/media/catalog/category/705-383-82.jpg,148
798,"Zinc Plated Ball Valves",zinc-plated-ball-valves,,https://fusion.gspen.co.uk/media/catalog/category/706-10.jpg,148
799,"Stainless Steel Ball Valves",stainless-steel-ball-valves,,https://fusion.gspen.co.uk/media/catalog/category/707-15.jpg,148
800,"Rotating Brushes With Hinge",rotating-brushes-with-hinge,,https://fusion.gspen.co.uk/media/catalog/category/522-60.jpg,223
801,"Rotating Brushes With Hinge & Lance",rotating-brushes-with-hinge-and-lance,,https://fusion.gspen.co.uk/media/catalog/category/522-504.jpg,223
802,"Replacement Brush Spares & Accessories",replacement-brush-spares-and-accessories,,https://fusion.gspen.co.uk/media/catalog/category/Untitled_26.jpg,223
803,"Rotating Brushes Without Hinge",rotating-brushes-without-hinge,,https://fusion.gspen.co.uk/media/catalog/category/522-30.jpg,223
804,"Brushes Without Hinge With Lance",brushes-without-hinge-with-lance,,https://fusion.gspen.co.uk/media/catalog/category/brushes_lance_no_hinge.jpg,223
805,"Self Service Lance & Brush Sets",self-service-lance-and-brush-sets,,https://fusion.gspen.co.uk/media/catalog/category/200-009-670-1.jpg,53
